id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,difference_sum,difference_m,significant,difference_percent,difference_percent_m,percent_significant
RkYxN3A1dDIw,265,109,25.0043011986007,0,0,ff17p5t20,FF17p5t20,MdEFFTWrk,economic__special_variable,economic,False,210,0,,0,0,False,33443,0,,0,0,False,55,109,False,0.2619047619047619,0.519047619047619,False,0,0,-33178,109,True,0,0
RkYyMHQyMnA1,310,126,24.7083047357584,0,0,ff20t22p5,FF20t22p5,MdEFFTWrk,economic__special_variable,economic,False,347,0,,0,0,False,56003,0,,0,0,False,-37,126,False,-0.10662824207492795,0.3631123919308358,False,0,0,-55693,126,True,0,0
RkYyMnA1dDI1,333,150,27.3830061064104,0,0,ff22p5t25,FF22p5t25,MdEFFTWrk,economic__special_variable,economic,False,226,0,,0,0,False,32627,0,,0,0,False,107,150,False,0.47345132743362833,0.663716814159292,False,0,0,-32294,150,True,0,0
RkZUMTAwcGw=,102,83,49.4665951486978,0,0,fft100pl,FFT100pl,MdEFFTWrk,economic__special_variable,economic,False,29,0,,0,0,False,216925,0,,0,0,False,73,83,False,2.5172413793103448,2.862068965517241,False,0,0,-216823,83,True,0,0
RkZUMjV0MzA=,950,229,14.6536554151336,0,0,fft25t30,FFT25t30,MdEFFTWrk,economic__special_variable,economic,True,607,0,,0,0,False,84078,0,,0,0,False,343,229,False,0.5650741350906096,0.37726523887973645,False,0,0,-83128,229,True,0,0
RkZUMnA1dDU=,0,0,,0,0,fft2p5t5,FFT2p5t5,MdEFFTWrk,economic__special_variable,economic,False,0,0,,0,0,False,2238,0,,0,0,False,0,0,0,,,,-2238,0,True,0,0
RkZUMzB0MzU=,425,142,20.3111031646701,0,0,fft30t35,FFT30t35,MdEFFTWrk,economic__special_variable,economic,False,383,0,,0,0,False,89523,0,,0,0,False,42,142,False,0.10966057441253264,0.37075718015665804,False,0,0,-89098,142,True,0,0
RkZUMzV0NDA=,343,126,22.3311208982073,0,0,fft35t40,FFT35t40,MdEFFTWrk,economic__special_variable,economic,False,362,0,,0,0,False,89490,0,,0,0,False,-19,126,False,-0.052486187845303865,0.34806629834254144,False,0,0,-89147,126,True,0,0
RkZUNDB0NDU=,203,88,26.3524338568883,0,0,fft40t45,FFT40t45,MdEFFTWrk,economic__special_variable,economic,False,198,0,,0,0,False,94744,0,,0,0,False,5,88,False,0.025252525252525252,0.4444444444444445,False,0,0,-94541,88,True,0,0
RkZUNDV0NTA=,231,99,26.0529743812419,0,0,fft45t50,FFT45t50,MdEFFTWrk,economic__special_variable,economic,False,353,0,,0,0,False,65731,0,,0,0,False,-122,99,False,-0.34560906515580736,0.28045325779036834,False,0,0,-65500,99,True,0,0
